Plot,Strip,mean_height,median_height,std_height,sample_count,Coordinates1,Date,standard_error_height,Farm_Coordinates,unique_id1,unique_id,offset_m,Coordinates
GS_1_1,2,259.9666632,261.6427584,41.12028668,30,"POLYGON ((-91.44030258 37.787207, -91.44030227 37.78720098, -91.44037918 37.78720514, -91.44037813 37.78721144, -91.44030258 37.787207))",6/4/2026,7.507502863,"POLYGON ((-91.442144 37.78772, -91.442164 37.788076, -91.442118 37.788786, -91.441549 37.792932, -91.440653 37.793995, -91.439953 37.793945, -91.438453 37.793664, -91.438157 37.793096, -91.437572 37.79182, -91.437519 37.791567, -91.437535 37.791072, -91.437544 37.790958, -91.437864 37.788666, -91.437975 37.787982, -91.438443 37.786647, -91.438678 37.786467, -91.440545 37.78644, -91.442144 37.78772))",GS_1_1_2,GS_1_1_2_2,3,"POLYGON ((-91.44030258 37.787234028864496, -91.44030227 37.78722800886452, -91.44037918 37.78723216886449, -91.44037813 37.787238468864466, -91.44030258 37.787234028864496))"
GS_1_1,2,259.9666632,261.6427584,41.12028668,30,"POLYGON ((-91.44030258 37.787207, -91.44030227 37.78720098, -91.44037918 37.78720514, -91.44037813 37.78721144, -91.44030258 37.787207))",6/4/2026,7.507502863,"POLYGON ((-91.442144 37.78772, -91.442164 37.788076, -91.442118 37.788786, -91.441549 37.792932, -91.440653 37.793995, -91.439953 37.793945, -91.438453 37.793664, -91.438157 37.793096, -91.437572 37.79182, -91.437519 37.791567, -91.437535 37.791072, -91.437544 37.790958, -91.437864 37.788666, -91.437975 37.787982, -91.438443 37.786647, -91.438678 37.786467, -91.440545 37.78644, -91.442144 37.78772))",GS_1_1_2,GS_1_1_2_3,-3,"POLYGON ((-91.44030258 37.78717997113539, -91.44030227 37.78717395113536, -91.44037918 37.787178111135376, -91.44037813 37.78718441113541, -91.44030258 37.78717997113539))"
GS_1_1,4,171.974735,171.0906408,26.23611892,28,"POLYGON ((-91.44088647 37.78713791, -91.4408843 37.78713085, -91.44095393 37.78711983, -91.44095578 37.78712628, -91.44088647 37.78713791))",6/4/2026,4.958160431,"POLYGON ((-91.442144 37.78772, -91.442164 37.788076, -91.442118 37.788786, -91.441549 37.792932, -91.440653 37.793995, -91.439953 37.793945, -91.438453 37.793664, -91.438157 37.793096, -91.437572 37.79182, -91.437519 37.791567, -91.437535 37.791072, -91.437544 37.790958, -91.437864 37.788666, -91.437975 37.787982, -91.438443 37.786647, -91.438678 37.786467, -91.440545 37.78644, -91.442144 37.78772))",GS_1_1_4,GS_1_1_4_0,0,"POLYGON ((-91.44088647 37.78713791, -91.4408843 37.78713085, -91.44095393 37.78711983, -91.44095578 37.78712628, -91.44088647 37.78713791))"
GS_1_1,4,171.974735,171.0906408,26.23611892,28,"POLYGON ((-91.44088647 37.78713791, -91.4408843 37.78713085, -91.44095393 37.78711983, -91.44095578 37.78712628, -91.44088647 37.78713791))",6/4/2026,4.958160431,"POLYGON ((-91.442144 37.78772, -91.442164 37.788076, -91.442118 37.788786, -91.441549 37.792932, -91.440653 37.793995, -91.439953 37.793945, -91.438453 37.793664, -91.438157 37.793096, -91.437572 37.79182, -91.437519 37.791567, -91.437535 37.791072, -91.437544 37.790958, -91.437864 37.788666, -91.437975 37.787982, -91.438443 37.786647, -91.438678 37.786467, -91.440545 37.78644, -91.442144 37.78772))",GS_1_1_4,GS_1_1_4_1,7,"POLYGON ((-91.44088647 37.78720097735103, -91.4408843 37.7871939173511, -91.44095393 37.78718289735122, -91.44095578 37.78718934735115, -91.44088647 37.78720097735103))"
GS_1_1,4,171.974735,171.0906408,26.23611892,28,"POLYGON ((-91.44088647 37.78713791, -91.4408843 37.78713085, -91.44095393 37.78711983, -91.44095578 37.78712628, -91.44088647 37.78713791))",6/4/2026,4.958160431,"POLYGON ((-91.442144 37.78772, -91.442164 37.788076, -91.442118 37.788786, -91.441549 37.792932, -91.440653 37.793995, -91.439953 37.793945, -91.438453 37.793664, -91.438157 37.793096, -91.437572 37.79182, -91.437519 37.791567, -91.437535 37.791072, -91.437544 37.790958, -91.437864 37.788666, -91.437975 37.787982, -91.438443 37.786647, -91.438678 37.786467, -91.440545 37.78644, -91.442144 37.78772))",GS_1_1_4,GS_1_1_4_2,3,"POLYGON ((-91.44088647 37.78716493886481, -91.4408843 37.787157878864846, -91.44095393 37.787146858864894, -91.44095578 37.78715330886486, -91.44088647 37.78716493886481))"
GS_1_1,4,171.974735,171.0906408,26.23611892,28,"POLYGON ((-91.44088647 37.78713791, -91.4408843 37.78713085, -91.44095393 37.78711983, -91.44095578 37.78712628, -91.44088647 37.78713791))",6/4/2026,4.958160431,"POLYGON ((-91.442144 37.78772, -91.442164 37.788076, -91.442118 37.788786, -91.441549 37.792932, -91.440653 37.793995, -91.439953 37.793945, -91.438453 37.793664, -91.438157 37.793096, -91.437572 37.79182, -91.437519 37.791567, -91.437535 37.791072, -91.437544 37.790958, -91.437864 37.788666, -91.437975 37.787982, -91.438443 37.786647, -91.438678 37.786467, -91.440545 37.78644, -91.442144 37.78772))",GS_1_1_4,GS_1_1_4_3,-3,"POLYGON ((-91.44088647 37.787110881135064, -91.4408843 37.787103821135034, -91.44095393 37.78709280113498, -91.44095578 37.78709925113502, -91.44088647 37.787110881135064))"
GS_1_1,5,236.3126062,240.8419872,41.75005289,23,"POLYGON ((-91.4410272 37.78716115, -91.44103336 37.78715671, -91.44108247 37.78720562, -91.44107602 37.78721003, -91.4410272 37.78716115))",6/4/2026,8.705487815,"POLYGON ((-91.442144 37.78772, -91.442164 37.788076, -91.442118 37.788786, -91.441549 37.792932, -91.440653 37.793995, -91.439953 37.793945, -91.438453 37.793664, -91.438157 37.793096, -91.437572 37.79182, -91.437519 37.791567, -91.437535 37.791072, -91.437544 37.790958, -91.437864 37.788666, -91.437975 37.787982, -91.438443 37.786647, -91.438678 37.786467, -91.440545 37.78644, -91.442144 37.78772))",GS_1_1_5,GS_1_1_5_0,0,"POLYGON ((-91.4410272 37.78716115, -91.44103336 37.78715671, -91.44108247 37.78720562, -91.44107602 37.78721003, -91.4410272 37.78716115))"
GS_1_1,5,236.3126062,240.8419872,41.75005289,23,"POLYGON ((-91.4410272 37.78716115, -91.44103336 37.78715671, -91.44108247 37.78720562, -91.44107602 37.78721003, -91.4410272 37.78716115))",6/4/2026,8.705487815,"POLYGON ((-91.442144 37.78772, -91.442164 37.788076, -91.442118 37.788786, -91.441549 37.792932, -91.440653 37.793995, -91.439953 37.793945, -91.438453 37.793664, -91.438157 37.793096, -91.437572 37.79182, -91.437519 37.791567, -91.437535 37.791072, -91.437544 37.790958, -91.437864 37.788666, -91.437975 37.787982, -91.438443 37.786647, -91.438678 37.786467, -91.440545 37.78644, -91.442144 37.78772))",GS_1_1_5,GS_1_1_5_1,7,"POLYGON ((-91.44094773193984 37.7871611499732, -91.44095389194462 37.787156709973196, -91.44100300189223 37.7872056199732, -91.44099655188751 37.787210029973195, -91.44094773193984 37.7871611499732))"
GS_1_1,5,236.3126062,240.8419872,41.75005289,23,"POLYGON ((-91.4410272 37.78716115, -91.44103336 37.78715671, -91.44108247 37.78720562, -91.44107602 37.78721003, -91.4410272 37.78716115))",6/4/2026,8.705487815,"POLYGON ((-91.442144 37.78772, -91.442164 37.788076, -91.442118 37.788786, -91.441549 37.792932, -91.440653 37.793995, -91.439953 37.793945, -91.438453 37.793664, -91.438157 37.793096, -91.437572 37.79182, -91.437519 37.791567, -91.437535 37.791072, -91.437544 37.790958, -91.437864 37.788666, -91.437975 37.787982, -91.438443 37.786647, -91.438678 37.786467, -91.440545 37.78644, -91.442144 37.78772))",GS_1_1_5,GS_1_1_5_2,3,"POLYGON ((-91.44099314225993 37.78716114999508, -91.44099930226199 37.787156709995074, -91.44104841223952 37.78720561999508, -91.4410419622375 37.787210029995066, -91.44099314225993 37.78716114999508))"
GS_1_1,5,236.3126062,240.8419872,41.75005289,23,"POLYGON ((-91.4410272 37.78716115, -91.44103336 37.78715671, -91.44108247 37.78720562, -91.44107602 37.78721003, -91.4410272 37.78716115))",6/4/2026,8.705487815,"POLYGON ((-91.442144 37.78772, -91.442164 37.788076, -91.442118 37.788786, -91.441549 37.792932, -91.440653 37.793995, -91.439953 37.793945, -91.438453 37.793664, -91.438157 37.793096, -91.437572 37.79182, -91.437519 37.791567, -91.437535 37.791072, -91.437544 37.790958, -91.437864 37.788666, -91.437975 37.787982, -91.438443 37.786647, -91.438678 37.786467, -91.440545 37.78644, -91.442144 37.78772))",GS_1_1_5,GS_1_1_5_3,-3,"POLYGON ((-91.44106125774006 37.78716114999508, -91.44106741773803 37.787156709995074, -91.44111652776047 37.78720561999508, -91.44111007776249 37.787210029995066, -91.44106125774006 37.78716114999508))"
GS_1_1,6,231.4443936,227.9489472,69.61191465,30,"POLYGON ((-91.44105317 37.78748761, -91.44105207 37.7874948, -91.44097257 37.78749007, -91.4409738 37.78748288, -91.44105317 37.78748761))",6/4/2026,12.70933864,"POLYGON ((-91.442144 37.78772, -91.442164 37.788076, -91.442118 37.788786, -91.441549 37.792932, -91.440653 37.793995, -91.439953 37.793945, -91.438453 37.793664, -91.438157 37.793096, -91.437572 37.79182, -91.437519 37.791567, -91.437535 37.791072, -91.437544 37.790958, -91.437864 37.788666, -91.437975 37.787982, -91.438443 37.786647, -91.438678 37.786467, -91.440545 37.78644, -91.442144 37.78772))",GS_1_1_6,GS_1_1_6_0,0,"POLYGON ((-91.44105317 37.78748761, -91.44105207 37.7874948, -91.44097257 37.78749007, -91.4409738 37.78748288, -91.44105317 37.78748761))"
GS_1_1,6,231.4443936,227.9489472,69.61191465,30,"POLYGON ((-91.44105317 37.78748761, -91.44105207 37.7874948, -91.44097257 37.78749007, -91.4409738 37.78748288, -91.44105317 37.78748761))",6/4/2026,12.70933864,"POLYGON ((-91.442144 37.78772, -91.442164 37.788076, -91.442118 37.788786, -91.441549 37.792932, -91.440653 37.793995, -91.439953 37.793945, -91.438453 37.793664, -91.438157 37.793096, -91.437572 37.79182, -91.437519 37.791567, -91.437535 37.791072, -91.437544 37.790958, -91.437864 37.788666, -91.437975 37.787982, -91.438443 37.786647, -91.438678 37.786467, -91.440545 37.78644, -91.442144 37.78772))",GS_1_1_6,GS_1_1_6_1,7,"POLYGON ((-91.44105317 37.78755067734728, -91.44105207 37.7875578673472, -91.44097257 37.787553137347246, -91.4409738 37.78754594734733, -91.44105317 37.78755067734728))"
GS_1_1,6,231.4443936,227.9489472,69.61191465,30,"POLYGON ((-91.44105317 37.78748761, -91.44105207 37.7874948, -91.44097257 37.78749007, -91.4409738 37.78748288, -91.44105317 37.78748761))",6/4/2026,12.70933864,"POLYGON ((-91.442144 37.78772, -91.442164 37.788076, -91.442118 37.788786, -91.441549 37.792932, -91.440653 37.793995, -91.439953 37.793945, -91.438453 37.793664, -91.438157 37.793096, -91.437572 37.79182, -91.437519 37.791567, -91.437535 37.791072, -91.437544 37.790958, -91.437864 37.788666, -91.437975 37.787982, -91.438443 37.786647, -91.438678 37.786467, -91.440545 37.78644, -91.442144 37.78772))",GS_1_1_6,GS_1_1_6_2,3,"POLYGON ((-91.44105317 37.7875146388632, -91.44105207 37.78752182886318, -91.44097257 37.787517098863184, -91.4409738 37.787509908863235, -91.44105317 37.7875146388632))"
GS_1_1,6,231.4443936,227.9489472,69.61191465,30,"POLYGON ((-91.44105317 37.78748761, -91.44105207 37.7874948, -91.44097257 37.78749007, -91.4409738 37.78748288, -91.44105317 37.78748761))",6/4/2026,12.70933864,"POLYGON ((-91.442144 37.78772, -91.442164 37.788076, -91.442118 37.788786, -91.441549 37.792932, -91.440653 37.793995, -91.439953 37.793945, -91.438453 37.793664, -91.438157 37.793096, -91.437572 37.79182, -91.437519 37.791567, -91.437535 37.791072, -91.437544 37.790958, -91.437864 37.788666, -91.437975 37.787982, -91.438443 37.786647, -91.438678 37.786467, -91.440545 37.78644, -91.442144 37.78772))",GS_1_1_6,GS_1_1_6_3,-3,"POLYGON ((-91.44105317 37.78746058113667, -91.44105207 37.78746777113671, -91.44097257 37.78746304113669, -91.4409738 37.787455851136656, -91.44105317 37.78746058113667))"
GS_1_1,7,288.7933518,269.67942,66.59737241,40,"POLYGON ((-91.44087156 37.78747855, -91.44087111 37.7874852, -91.44078095 37.7874798, -91.44078165 37.78747339, -91.44087156 37.78747855))",6/4/2026,10.52996915,"POLYGON ((-91.442144 37.78772, -91.442164 37.788076, -91.442118 37.788786, -91.441549 37.792932, -91.440653 37.793995, -91.439953 37.793945, -91.438453 37.793664, -91.438157 37.793096, -91.437572 37.79182, -91.437519 37.791567, -91.437535 37.791072, -91.437544 37.790958, -91.437864 37.788666, -91.437975 37.787982, -91.438443 37.786647, -91.438678 37.786467, -91.440545 37.78644, -91.442144 37.78772))",GS_1_1_7,GS_1_1_7_0,0,"POLYGON ((-91.44087156 37.78747855, -91.44087111 37.7874852, -91.44078095 37.7874798, -91.44078165 37.78747339, -91.44087156 37.78747855))"
GS_1_1,7,288.7933518,269.67942,66.59737241,40,"POLYGON ((-91.44087156 37.78747855, -91.44087111 37.7874852, -91.44078095 37.7874798, -91.44078165 37.78747339, -91.44087156 37.78747855))",6/4/2026,10.52996915,"POLYGON ((-91.442144 37.78772, -91.442164 37.788076, -91.442118 37.788786, -91.441549 37.792932, -91.440653 37.793995, -91.439953 37.793945, -91.438453 37.793664, -91.438157 37.793096, -91.437572 37.79182, -91.437519 37.791567, -91.437535 37.791072, -91.437544 37.790958, -91.437864 37.788666, -91.437975 37.787982, -91.438443 37.786647, -91.438678 37.786467, -91.440545 37.78644, -91.442144 37.78772))",GS_1_1_7,GS_1_1_7_1,7,"POLYGON ((-91.44087156 37.78754161734737, -91.44087111 37.7875482673473, -91.44078095 37.787542867347355, -91.44078165 37.78753645734742, -91.44087156 37.78754161734737))"
GS_1_1,7,288.7933518,269.67942,66.59737241,40,"POLYGON ((-91.44087156 37.78747855, -91.44087111 37.7874852, -91.44078095 37.7874798, -91.44078165 37.78747339, -91.44087156 37.78747855))",6/4/2026,10.52996915,"POLYGON ((-91.442144 37.78772, -91.442164 37.788076, -91.442118 37.788786, -91.441549 37.792932, -91.440653 37.793995, -91.439953 37.793945, -91.438453 37.793664, -91.438157 37.793096, -91.437572 37.79182, -91.437519 37.791567, -91.437535 37.791072, -91.437544 37.790958, -91.437864 37.788666, -91.437975 37.787982, -91.438443 37.786647, -91.438678 37.786467, -91.440545 37.78644, -91.442144 37.78772))",GS_1_1_7,GS_1_1_7_2,3,"POLYGON ((-91.44087156 37.78750557886325, -91.44087111 37.78751222886321, -91.44078095 37.787506828863236, -91.44078165 37.78750041886327, -91.44087156 37.78750557886325))"
GS_1_1,7,288.7933518,269.67942,66.59737241,40,"POLYGON ((-91.44087156 37.78747855, -91.44087111 37.7874852, -91.44078095 37.7874798, -91.44078165 37.78747339, -91.44087156 37.78747855))",6/4/2026,10.52996915,"POLYGON ((-91.442144 37.78772, -91.442164 37.788076, -91.442118 37.788786, -91.441549 37.792932, -91.440653 37.793995, -91.439953 37.793945, -91.438453 37.793664, -91.438157 37.793096, -91.437572 37.79182, -91.437519 37.791567, -91.437535 37.791072, -91.437544 37.790958, -91.437864 37.788666, -91.437975 37.787982, -91.438443 37.786647, -91.438678 37.786467, -91.440545 37.78644, -91.442144 37.78772))",GS_1_1_7,GS_1_1_7_3,-3,"POLYGON ((-91.44087156 37.78745152113663, -91.44087111 37.78745817113666, -91.44078095 37.787452771136635, -91.44078165 37.78744636113661, -91.44087156 37.78745152113663))"
GS_1_1,8,212.3120038,199.84212,56.35909274,39,"POLYGON ((-91.44047098 37.78746633, -91.44046973 37.78747375, -91.44037244 37.78746777, -91.44037278 37.78746111, -91.44047098 37.78746633))",6/4/2026,9.024677471,"POLYGON ((-91.442144 37.78772, -91.442164 37.788076, -91.442118 37.788786, -91.441549 37.792932, -91.440653 37.793995, -91.439953 37.793945, -91.438453 37.793664, -91.438157 37.793096, -91.437572 37.79182, -91.437519 37.791567, -91.437535 37.791072, -91.437544 37.790958, -91.437864 37.788666, -91.437975 37.787982, -91.438443 37.786647, -91.438678 37.786467, -91.440545 37.78644, -91.442144 37.78772))",GS_1_1_8,GS_1_1_8_0,0,"POLYGON ((-91.44047098 37.78746633, -91.44046973 37.78747375, -91.44037244 37.78746777, -91.44037278 37.78746111, -91.44047098 37.78746633))"
GS_1_1,8,212.3120038,199.84212,56.35909274,39,"POLYGON ((-91.44047098 37.78746633, -91.44046973 37.78747375, -91.44037244 37.78746777, -91.44037278 37.78746111, -91.44047098 37.78746633))",6/4/2026,9.024677471,"POLYGON ((-91.442144 37.78772, -91.442164 37.788076, -91.442118 37.788786, -91.441549 37.792932, -91.440653 37.793995, -91.439953 37.793945, -91.438453 37.793664, -91.438157 37.793096, -91.437572 37.79182, -91.437519 37.791567, -91.437535 37.791072, -91.437544 37.790958, -91.437864 37.788666, -91.437975 37.787982, -91.438443 37.786647, -91.438678 37.786467, -91.440545 37.78644, -91.442144 37.78772))",GS_1_1_8,GS_1_1_8_1,7,"POLYGON ((-91.44047098 37.7875293973475, -91.44046973 37.787536817347416, -91.44037244 37.78753083734749, -91.44037278 37.78752417734755, -91.44047098 37.7875293973475))"
GS_1_1,8,212.3120038,199.84212,56.35909274,39,"POLYGON ((-91.44047098 37.78746633, -91.44046973 37.78747375, -91.44037244 37.78746777, -91.44037278 37.78746111, -91.44047098 37.78746633))",6/4/2026,9.024677471,"POLYGON ((-91.442144 37.78772, -91.442164 37.788076, -91.442118 37.788786, -91.441549 37.792932, -91.440653 37.793995, -91.439953 37.793945, -91.438453 37.793664, -91.438157 37.793096, -91.437572 37.79182, -91.437519 37.791567, -91.437535 37.791072, -91.437544 37.790958, -91.437864 37.788666, -91.437975 37.787982, -91.438443 37.786647, -91.438678 37.786467, -91.440545 37.78644, -91.442144 37.78772))",GS_1_1_8,GS_1_1_8_2,3,"POLYGON ((-91.44047098 37.787493358863294, -91.44046973 37.78750077886327, -91.44037244 37.787494798863285, -91.44037278 37.78748813886332, -91.44047098 37.787493358863294))"
GS_1_1,8,212.3120038,199.84212,56.35909274,39,"POLYGON ((-91.44047098 37.78746633, -91.44046973 37.78747375, -91.44037244 37.78746777, -91.44037278 37.78746111, -91.44047098 37.78746633))",6/4/2026,9.024677471,"POLYGON ((-91.442144 37.78772, -91.442164 37.788076, -91.442118 37.788786, -91.441549 37.792932, -91.440653 37.793995, -91.439953 37.793945, -91.438453 37.793664, -91.438157 37.793096, -91.437572 37.79182, -91.437519 37.791567, -91.437535 37.791072, -91.437544 37.790958, -91.437864 37.788666, -91.437975 37.787982, -91.438443 37.786647, -91.438678 37.786467, -91.440545 37.78644, -91.442144 37.78772))",GS_1_1_8,GS_1_1_8_3,-3,"POLYGON ((-91.44047098 37.78743930113657, -91.44046973 37.787446721136604, -91.44037244 37.78744074113658, -91.44037278 37.78743408113655, -91.44047098 37.78743930113657))"
